,audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
1489,2544868.wav,12.449931281300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461866.71199,1543461872.2496,1543461872.2699401,1543461872.2702,1543461872.32344,154,70620,64,2,1543461866.7120001,1543461866.71202,1543461866.7121801,1543461866.7155302,1543461871.12868,1543461872.2495198,1543461872.2495801
1490,3472897.wav,12.9093892458,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461872.37655,1543461879.91445,1543461879.9487,1543461879.9489698,1543461880.0034802,163,82470,64,2,1543461872.37656,1543461872.37658,1543461872.37675,1543461872.3798802,1543461877.25219,1543461879.9143698,1543461879.9144301
1491,5207784.wav,12.571355652000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461880.06159,1543461884.91858,1543461884.9296598,1543461884.92997,1543461884.99673,148,57172,64,1,1543461880.0616,1543461880.06162,1543461880.0618,1543461880.0648599,1543461883.8113801,1543461884.9185,1543461884.91856
1492,4017849.wav,12.0963903529,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461885.04639,1543461892.88333,1543461892.88887,1543461892.8891199,1543461892.93858,159,69666,64,2,1543461885.0464,1543461885.0464199,1543461885.04659,1543461885.04951,1543461890.71121,1543461892.88325,1543461892.8833199
1493,24953.wav,12.3012074711,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461892.9897,1543461898.39097,1543461898.45038,1543461898.45065,1543461898.50195,146,49848,62,1,1543461892.9897099,1543461892.98983,1543461892.99001,1543461892.99296,1543461897.3517,1543461898.3908901,1543461898.39095
1494,34779.wav,12.2986564243,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461898.54773,1543461904.89311,1543461904.9226801,1543461904.92295,1543461904.97425,142,49826,62,1,1543461898.54774,1543461898.54776,1543461898.54794,1543461898.55145,1543461903.71115,1543461904.8930302,1543461904.89309
1495,39390.wav,12.2374981879,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461905.02108,1543461910.66301,1543461910.67459,1543461910.67485,1543461910.72811,151,59434,62,1,1543461905.02109,1543461905.02111,1543461905.02128,1543461905.0243402,1543461909.8452199,1543461910.66292,1543461910.66299
1496,3439571.wav,12.6060033522,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461910.7790198,1543461916.41611,1543461916.4351802,1543461916.43544,1543461916.4869099,148,43412,64,1,1543461910.77903,1543461910.77905,1543461910.7792199,1543461910.78239,1543461915.39376,1543461916.41602,1543461916.41609
1497,1062745.wav,12.4679109751,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461916.53268,1543461920.9179401,1543461920.99541,1543461920.99572,1543461921.0517,152,46632,64,1,1543461916.53269,1543461916.53271,1543461916.53288,1543461916.53582,1543461919.74574,1543461920.91785,1543461920.9179099
1498,5198850.wav,12.8092868551,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461921.0973198,1543461929.20067,1543461929.23584,1543461929.2361,1543461929.2897,167,95276,64,2,1543461921.09733,1543461921.09735,1543461921.0975199,1543461921.1009,1543461927.68668,1543461929.20062,1543461929.20066
1499,67789.wav,12.7832198235,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461929.34984,1543461935.53302,1543461935.54729,1543461935.54756,1543461935.60046,153,61038,62,1,1543461929.34986,1543461929.34988,1543461929.35006,1543461929.35316,1543461934.1657698,1543461935.5329401,1543461935.533
1500,5821151.wav,12.243355353399998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461935.6526,1543461942.10571,1543461942.2026699,1543461942.20294,1543461942.25787,153,65606,64,2,1543461935.65261,1543461935.6526198,1543461935.6528,1543461935.65572,1543461940.26209,1543461942.1056302,1543461942.10569
1501,3181752.wav,12.3152309719,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461942.30834,1543461949.8339,1543461949.86176,1543461949.86203,1543461949.91628,159,72224,64,2,1543461942.30835,1543461942.3083699,1543461942.30854,1543461942.31185,1543461948.58211,1543461949.8338199,1543461949.8338802
1502,323079.wav,12.4206236927,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461949.9688401,1543461957.61023,1543461957.63767,1543461957.63794,1543461957.69176,164,80230,63,2,1543461949.96885,1543461949.96887,1543461949.9690402,1543461949.97224,1543461956.1605802,1543461957.61015,1543461957.61021
1503,3164457.wav,12.5384539524,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461957.74687,1543461965.0964,1543461965.1057,1543461965.10595,1543461965.15809,162,76070,64,2,1543461957.74688,1543461957.7469,1543461957.74706,1543461957.7502902,1543461964.1705198,1543461965.09632,1543461965.09638
1504,2432818.wav,12.6994679899,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461965.21326,1543461969.5806901,1543461969.58641,1543461969.58666,1543461969.6379302,145,51410,64,1,1543461965.21327,1543461965.21329,1543461965.21346,1543461965.2164302,1543461968.10896,1543461969.5806198,1543461969.5806801
1505,1024323.wav,12.399034475699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461969.68532,1543461975.66725,1543461975.78757,1543461975.78783,1543461975.83967,153,62618,64,1,1543461969.6853302,1543461969.68535,1543461969.6855302,1543461969.6884198,1543461974.29056,1543461975.6671698,1543461975.6672301
1506,742072.wav,11.9066730024,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461975.88746,1543461980.60271,1543461980.6126199,1543461980.61287,1543461980.66536,141,46608,63,1,1543461975.88747,1543461975.88749,1543461975.88766,1543461975.89116,1543461979.8510199,1543461980.60262,1543461980.60269
1507,5699800.wav,12.420233908,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461980.70796,1543461984.68152,1543461984.72327,1543461984.72353,1543461984.7739198,149,57172,64,1,1543461980.70797,1543461980.70799,1543461980.70816,1543461980.71123,1543461983.3752198,1543461984.68144,1543461984.6815
1508,3202599.wav,12.611980273499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461984.8196301,1543461992.55889,1543461992.58672,1543461992.58698,1543461992.63817,166,90474,64,2,1543461984.81964,1543461984.81966,1543461984.81993,1543461984.82293,1543461990.98478,1543461992.55881,1543461992.5588698
1509,31593.wav,12.7346356189,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461992.69382,1543461999.15891,1543461999.18853,1543461999.18879,1543461999.2451599,156,66464,62,2,1543461992.69383,1543461992.69385,1543461992.69403,1543461992.69699,1543461997.7023199,1543461999.1588302,1543461999.15889
1510,2640440.wav,12.676553502400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461999.30169,1543462007.80405,1543462007.86342,1543462007.86359,1543462007.91244,172,90480,64,2,1543461999.3017,1543461999.30172,1543461999.3018901,1543461999.30487,1543462005.4972901,1543462007.8039901,1543462007.8040302
1511,3152282.wav,12.7771019151,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462007.97,1543462014.20809,1543462014.22035,1543462014.22061,1543462014.27264,157,68064,64,2,1543462007.97001,1543462007.97003,1543462007.9702,1543462007.97374,1543462012.27163,1543462014.208,1543462014.20807
1512,261421.wav,11.624896933699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462014.32679,1543462018.49231,1543462018.51419,1543462018.51436,1543462018.54485,137,35404,63,1,1543462014.3268,1543462014.32681,1543462014.32698,1543462014.33005,1543462017.85002,1543462018.49225,1543462018.4923
1513,4134193.wav,12.4590897764,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462018.57969,1543462030.1819,1543462030.2056801,1543462030.20594,1543462030.2570698,177,116084,64,3,1543462018.5797,1543462018.57972,1543462018.58006,1543462018.5831,1543462027.6228,1543462030.18182,1543462030.18188
1514,2662966.wav,13.2793867456,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462030.31631,1543462038.30336,1543462038.31386,1543462038.31411,1543462038.3659,168,101034,64,3,1543462030.31632,1543462030.31634,1543462030.31651,1543462030.31947,1543462037.0615802,1543462038.30328,1543462038.30334
1515,2641350.wav,12.8140484753,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462038.429,1543462047.56428,1543462047.5778902,1543462047.57815,1543462047.6301599,165,81188,64,2,1543462038.42901,1543462038.42902,1543462038.42919,1543462038.4323099,1543462046.0178,1543462047.5642,1543462047.56426
1516,3822295.wav,12.3564178003,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462047.68784,1543462053.68725,1543462053.71893,1543462053.7192,1543462053.77023,155,65178,64,2,1543462047.68785,1543462047.68786,1543462047.68804,1543462047.6912,1543462052.16486,1543462053.68717,1543462053.6872401
1517,3636132.wav,12.0792890503,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462053.81885,1543462059.59495,1543462059.62142,1543462059.62168,1543462059.67784,148,52374,64,1,1543462053.81886,1543462053.81888,1543462053.81905,1543462053.82226,1543462058.59049,1543462059.5948699,1543462059.5949302
1518,2034060.wav,12.4089286228,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462059.72408,1543462071.48228,1543462071.5411599,1543462071.54143,1543462071.59391,179,120246,64,3,1543462059.72409,1543462059.72411,1543462059.7242901,1543462059.72736,1543462068.81021,1543462071.4822,1543462071.48226
1519,2273518.wav,13.1963880157,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462071.6532,1543462076.26117,1543462076.3055198,1543462076.30579,1543462076.35671,150,62594,64,1,1543462071.65321,1543462071.6532302,1543462071.6534,1543462071.6565099,1543462074.71423,1543462076.26109,1543462076.26115
1520,2018828.wav,12.559078256,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462076.41033,1543462085.02533,1543462085.0566,1543462085.05687,1543462085.10925,164,85030,64,2,1543462076.41034,1543462076.4103599,1543462076.41053,1543462076.41364,1543462083.85256,1543462085.02525,1543462085.02531
1521,2327213.wav,12.593419770699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462085.16285,1543462091.39126,1543462091.39781,1543462091.3980598,1543462091.44966,149,57814,64,1,1543462085.16286,1543462085.1628802,1543462085.16307,1543462085.16607,1543462090.181,1543462091.39118,1543462091.3912401
1522,1954280.wav,12.2676876104,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462091.4771302,1543462096.11245,1543462096.12275,1543462096.123,1543462096.17453,148,49848,64,1,1543462091.47714,1543462091.47715,1543462091.4772599,1543462091.4792302,1543462095.27621,1543462096.11237,1543462096.11243
1523,2146539.wav,12.500452033699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462096.22299,1543462104.1169,1543462104.16295,1543462104.16321,1543462104.21439,174,85040,64,2,1543462096.2229998,1543462096.2230198,1543462096.22319,1543462096.2261,1543462102.52547,1543462104.1168199,1543462104.1168802
1524,2451323.wav,13.1921095142,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462104.26966,1543462112.70891,1543462112.78292,1543462112.78318,1543462112.83551,166,89832,64,2,1543462104.26967,1543462104.26968,1543462104.26996,1543462104.27298,1543462110.39695,1543462112.70883,1543462112.70889
1525,3735568.wav,11.829261691400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462112.89733,1543462119.4991,1543462119.51374,1543462119.514,1543462119.56615,159,73182,64,2,1543462112.89734,1543462112.8973598,1543462112.89754,1543462112.9008698,1543462117.6397,1543462119.4990199,1543462119.4990802
1526,5757734.wav,11.8862523081,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462119.6039,1543462124.13571,1543462124.1437,1543462124.14395,1543462124.19936,147,55254,64,1,1543462119.60391,1543462119.60392,1543462119.6040301,1543462119.60604,1543462123.19348,1543462124.1356301,1543462124.13569
1527,2821286.wav,12.4695528331,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462124.24671,1543462131.95761,1543462132.0105698,1543462132.01084,1543462132.06351,160,76068,64,2,1543462124.2467198,1543462124.24674,1543462124.2469199,1543462124.25011,1543462129.23418,1543462131.95753,1543462131.95759
1528,1522364.wav,12.2957228679,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462132.11784,1543462142.84205,1543462142.88479,1543462142.88505,1543462142.93948,170,100078,64,3,1543462132.11785,1543462132.1178699,1543462132.11804,1543462132.1212099,1543462140.8734698,1543462142.84197,1543462142.84203
1529,2111599.wav,12.7655682955,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462142.99699,1543462151.37065,1543462151.3821,1543462151.3822598,1543462151.41369,141,48208,64,1,1543462142.9970002,1543462142.99702,1543462142.99719,1543462143.00037,1543462149.56856,1543462151.3706,1543462151.37064
1530,3182144.wav,12.4746543968,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462151.46134,1543462161.99673,1543462162.05104,1543462162.0513,1543462162.10319,176,118000,64,3,1543462151.46135,1543462151.46137,1543462151.46154,1543462151.46451,1543462159.4155,1543462161.99668,1543462161.9967198
1531,903814.wav,12.9172759159,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462162.1631901,1543462175.99356,1543462176.00928,1543462176.00945,1543462176.04142,189,118978,63,3,1543462162.1632,1543462162.16322,1543462162.16339,1543462162.16645,1543462173.2650099,1543462175.99351,1543462175.99355
1532,3393992.wav,12.286144193599998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462176.08534,1543462182.7673,1543462182.77997,1543462182.78023,1543462182.83111,160,61668,64,1,1543462176.08535,1543462176.0853698,1543462176.08553,1543462176.0885198,1543462181.68926,1543462182.76722,1543462182.76728
1533,6029240.wav,12.5975138946,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462182.87874,1543462188.30542,1543462188.30864,1543462188.30889,1543462188.3640199,165,65188,64,2,1543462182.87875,1543462182.8787699,1543462182.87894,1543462182.88199,1543462187.00167,1543462188.30534,1543462188.3054
1534,2288883.wav,12.8834635435,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462188.4154599,1543462195.64889,1543462195.68841,1543462195.68867,1543462195.7406301,161,73804,64,2,1543462188.41547,1543462188.4154902,1543462188.41566,1543462188.41856,1543462193.74039,1543462195.6488302,1543462195.64887
1535,4015006.wav,12.2372091954,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462195.7958,1543462203.29618,1543462203.30673,1543462203.3069801,1543462203.35871,161,77984,64,2,1543462195.79581,1543462195.79583,1543462195.79601,1543462195.79911,1543462201.63872,1543462203.2961,1543462203.29616
1536,4850054.wav,11.8304929678,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462203.40971,1543462212.94924,1543462212.96825,1543462212.96851,1543462213.02038,167,77988,64,2,1543462203.40972,1543462203.40986,1543462203.4100401,1543462203.41295,1543462210.54526,1543462212.9491599,1543462212.94922
1537,2741479.wav,12.7173663183,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462213.07087,1543462219.6967099,1543462219.7111099,1543462219.71136,1543462219.76541,150,59416,64,1,1543462213.0708802,1543462213.0709,1543462213.07108,1543462213.0740302,1543462217.78841,1543462219.69663,1543462219.69669
1538,5641842.wav,12.9419200637,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462219.8182,1543462226.75321,1543462226.8545,1543462226.85477,1543462226.90671,158,71266,64,2,1543462219.81821,1543462219.8182302,1543462219.8184,1543462219.82144,1543462224.92614,1543462226.75313,1543462226.75319
1539,3151241.wav,12.4572299522,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543462226.9665,1543462235.3982801,1543462235.4244301,1543462235.42469,1543462235.4769099,157,69664,64,2,1543462226.96651,1543462226.96653,1543462226.9667,1543462226.97,1543462234.05352,1543462235.3982,1543462235.3982599
