audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
2711974.wav,12.206815247,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459659.09334,1543459665.82239,1543459665.83828,1543459665.83854,1543459665.89385,151,64216,64,2,1543459659.09335,1543459659.09337,1543459659.09355,1543459659.09645,1543459664.59783,1543459665.82231,1543459665.8223698,39.673,122.0,161.673,2018-11-29 02:47:45.838327,2018-11-29 02:47:45.878000,2018-11-29 02:47:46.000000,that was a stupid idea
1092686.wav,13.1854997862,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459665.94194,1543459676.53767,1543459676.5514,1543459676.5515802,1543459676.58252,181,112246,64,3,1543459665.94195,1543459665.9419699,1543459665.94215,1543459665.9451,1543459674.86406,1543459676.53761,1543459676.53765,39.562,409.0,448.56199999999995,2018-11-29 02:47:56.551438,2018-11-29 02:47:56.591000,2018-11-29 02:47:57.000000,tom told me that he doesn't have a problem with that
69394.wav,12.212940969000002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459676.6193,1543459683.57019,1543459683.59457,1543459683.59484,1543459683.64606,164,82472,62,2,1543459676.61931,1543459676.61932,1543459676.61943,1543459676.6216,1543459681.6813,1543459683.5701,1543459683.57017,43.378,362.0,405.378,2018-11-29 02:48:03.594622,2018-11-29 02:48:03.638000,2018-11-29 02:48:04.000000,which program did you watch yesterday
4811733.wav,12.420670973599998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459683.6995301,1543459690.66968,1543459690.6768699,1543459690.67713,1543459690.7296,176,108084,64,3,1543459683.6995401,1543459683.69956,1543459683.69985,1543459683.7028198,1543459688.81371,1543459690.6696,1543459690.6696699,39.085,284.0,323.0850000000001,2018-11-29 02:48:10.676915,2018-11-29 02:48:10.716000,2018-11-29 02:48:11.000000,tom is one of boston's most successful athletes
1633578.wav,12.872842903499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459690.78912,1543459702.10036,1543459702.13447,1543459702.13473,1543459702.1872802,167,86632,64,2,1543459690.78913,1543459690.78914,1543459690.78932,1543459690.79238,1543459700.23913,1543459702.10028,1543459702.1003401,40.485,825.0,865.4849999999999,2018-11-29 02:48:22.134515,2018-11-29 02:48:22.175000,2018-11-29 02:48:23.000000,i think tom those things that we don't
2537599.wav,12.361331594600001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459702.24646,1543459708.58986,1543459708.61546,1543459708.61573,1543459708.66781,176,98484,64,3,1543459702.24647,1543459702.24649,1543459702.24666,1543459702.2497098,1543459707.08049,1543459708.5897,1543459708.58984,42.49,342.0,384.49,2018-11-29 02:48:28.615510,2018-11-29 02:48:28.658000,2018-11-29 02:48:29.000000,tom came into the house carrying his skateboard
1058976.wav,13.3105996774,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459708.7246,1543459722.41578,1543459722.5321,1543459722.53236,1543459722.58481,178,125082,64,3,1543459708.7246099,1543459708.72463,1543459708.7248,1543459708.72787,1543459718.6280599,1543459722.41569,1543459722.41576,56.85,411.0,467.85,2018-11-29 02:48:42.532150,2018-11-29 02:48:42.589000,2018-11-29 02:48:43.000000,revolutions that don't succeed are some forgotten
5700991.wav,12.4669406332,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459722.65222,1543459730.05598,1543459730.06254,1543459730.0627801,1543459730.11481,169,87276,64,2,1543459722.65223,1543459722.65225,1543459722.65243,1543459722.6556199,1543459728.67731,1543459730.0559,1543459730.05596,40.423,897.0,937.423,2018-11-29 02:48:50.062577,2018-11-29 02:48:50.103000,2018-11-29 02:48:51.000000,we searched everywhere but found nothing
5850927.wav,13.0921821128,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459730.17133,1543459738.3766,1543459738.40466,1543459738.40483,1543459738.4344199,170,95276,64,2,1543459730.17134,1543459730.17136,1543459730.17154,1543459730.1744301,1543459736.59702,1543459738.37654,1543459738.37658,28.308000000000003,567.0,595.308,2018-11-29 02:48:58.404692,2018-11-29 02:48:58.433000,2018-11-29 02:48:59.000000,neither time nor mary know how to do that
6274841.wav,12.4218762402,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459738.48478,1543459743.7199302,1543459743.73085,1543459743.7311,1543459743.78365,146,53654,64,1,1543459738.48479,1543459738.4848099,1543459738.4849901,1543459738.48807,1543459741.86667,1543459743.71985,1543459743.71991,49.107,220.0,269.107,2018-11-29 02:49:03.730893,2018-11-29 02:49:03.780000,2018-11-29 02:49:04.000000,com's dog is cute
4500815.wav,12.002098283499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459743.8344,1543459751.02669,1543459751.03139,1543459751.03164,1543459751.0842302,158,87262,64,2,1543459743.83442,1543459743.83444,1543459743.83461,1543459743.83752,1543459749.7501302,1543459751.02661,1543459751.02667,47.56399999999999,921.0,968.564,2018-11-29 02:49:11.031436,2018-11-29 02:49:11.079000,2018-11-29 02:49:12.000000,so far we've lost three games
1095839.wav,13.234645811099998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459751.1398802,1543459761.7177598,1543459761.84727,1543459761.8475301,1543459761.89872,192,129866,64,4,1543459751.13989,1543459751.13991,1543459751.1401,1543459751.14298,1543459758.97776,1543459761.71768,1543459761.71775,39.681999999999995,113.0,152.68200000000004,2018-11-29 02:49:21.847318,2018-11-29 02:49:21.887000,2018-11-29 02:49:22.000000,tom asked the man at the front desk where he get his suit press
2301439.wav,12.3119891025,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459761.96797,1543459766.4272301,1543459766.43878,1543459766.4390302,1543459766.48994,147,47250,64,1,1543459761.9679801,1543459761.968,1543459761.96817,1543459761.97161,1543459765.5942,1543459766.42715,1543459766.4272099,44.178,517.0,561.178,2018-11-29 02:49:26.438822,2018-11-29 02:49:26.483000,2018-11-29 02:49:27.000000,i'm not a criminal
253053.wav,11.985830321,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459766.53661,1543459770.8306,1543459770.85527,1543459770.85553,1543459770.9061198,147,49814,63,1,1543459766.53662,1543459766.53664,1543459766.5368302,1543459766.5399802,1543459770.11526,1543459770.83052,1543459770.83058,41.68,103.0,144.68,2018-11-29 02:49:30.855320,2018-11-29 02:49:30.897000,2018-11-29 02:49:31.000000,i know what that is
22035.wav,12.126509829300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459770.95045,1543459775.70176,1543459775.71154,1543459775.71179,1543459775.79989,149,57832,62,1,1543459770.95046,1543459770.95048,1543459770.95065,1543459770.95363,1543459774.67454,1543459775.7016802,1543459775.70174,40.412,248.0,288.41200000000003,2018-11-29 02:49:35.711588,2018-11-29 02:49:35.752000,2018-11-29 02:49:36.000000,i don't like shellfish
681174.wav,12.7787167626,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459775.84569,1543459780.96224,1543459780.99087,1543459780.99113,1543459781.04914,157,76064,63,2,1543459775.8457,1543459775.8457198,1543459775.8459,1543459775.84888,1543459779.7346199,1543459780.9621599,1543459780.96222,43.081,966.0,1009.081,2018-11-29 02:49:40.990919,2018-11-29 02:49:41.034000,2018-11-29 02:49:42.000000,mary loves to write her horse
3200956.wav,12.382968422000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459781.10358,1543459787.69626,1543459787.77457,1543459787.77474,1543459787.8062599,158,75424,64,2,1543459781.1036,1543459781.10361,1543459781.10378,1543459781.1069,1543459785.92204,1543459787.69618,1543459787.69624,28.394000000000002,197.0,225.394,2018-11-29 02:49:47.774606,2018-11-29 02:49:47.803000,2018-11-29 02:49:48.000000,tom said she told him to wait
5858364.wav,11.733784305799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459787.8361,1543459792.84694,1543459792.8709,1543459792.87116,1543459792.92545,147,52370,64,1,1543459787.8361,1543459787.8361099,1543459787.83623,1543459787.8383698,1543459791.7112901,1543459792.84686,1543459792.84692,46.056000000000004,83.0,129.056,2018-11-29 02:49:52.870944,2018-11-29 02:49:52.917000,2018-11-29 02:49:53.000000,i wrote the report
1095152.wav,13.0762051707,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459792.9718199,1543459803.22957,1543459803.24989,1543459803.25016,1543459803.3007,175,91440,64,2,1543459792.9718301,1543459792.97185,1543459792.97202,1543459792.975,1543459801.14856,1543459803.22949,1543459803.22955,40.056999999999995,710.0,750.057,2018-11-29 02:50:03.249943,2018-11-29 02:50:03.290000,2018-11-29 02:50:04.000000,tom couldn't bring himself to pull the trigger
2640331.wav,12.8112401772,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459803.36071,1543459811.43713,1543459811.4449902,1543459811.44516,1543459811.47727,173,92080,64,2,1543459803.36072,1543459803.36074,1543459803.36091,1543459803.36386,1543459810.06601,1543459811.4370801,1543459811.43712,26.978,528.0,554.9780000000001,2018-11-29 02:50:11.445022,2018-11-29 02:50:11.472000,2018-11-29 02:50:12.000000,was it hard for you to get in touch with tom
6029506.wav,12.0500150656,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459811.5366302,1543459817.29597,1543459817.3040302,1543459817.30428,1543459817.36092,158,69664,64,2,1543459811.53664,1543459811.53666,1543459811.53684,1543459811.54002,1543459816.12531,1543459817.29589,1543459817.29595,39.927,656.0,695.9269999999998,2018-11-29 02:50:17.304073,2018-11-29 02:50:17.344000,2018-11-29 02:50:18.000000,that's so funny looking cloud
269327.wav,12.6096098268,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459817.4121,1543459824.60014,1543459824.60519,1543459824.6054401,1543459824.65655,162,69670,63,2,1543459817.4121099,1543459817.41213,1543459817.4123,1543459817.4152,1543459823.00553,1543459824.60007,1543459824.60013,37.764,357.0,394.764,2018-11-29 02:50:24.605236,2018-11-29 02:50:24.643000,2018-11-29 02:50:25.000000,i feel like getting some fresh air
3403433.wav,11.6967684559,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459824.7086,1543459831.4479198,1543459831.4708,1543459831.47106,1543459831.52384,163,79270,64,2,1543459824.70861,1543459824.70863,1543459824.7088,1543459824.7119,1543459830.01878,1543459831.44784,1543459831.4479,43.154,486.0,529.154,2018-11-29 02:50:31.470846,2018-11-29 02:50:31.514000,2018-11-29 02:50:32.000000,car might not want to come with us
5915394.wav,12.810464704300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459831.5755901,1543459839.73846,1543459839.74766,1543459839.74791,1543459839.80166,168,92076,64,2,1543459831.5756,1543459831.57562,1543459831.57579,1543459831.57881,1543459837.7708302,1543459839.7383802,1543459839.73844,38.295,214.0,252.295,2018-11-29 02:50:39.747705,2018-11-29 02:50:39.786000,2018-11-29 02:50:40.000000,tom was released from prison in october
2713543.wav,12.271786011500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459839.85924,1543459845.12148,1543459845.1406,1543459845.1408598,1543459845.19285,151,48216,64,1,1543459839.85925,1543459839.8592699,1543459839.85945,1543459839.86254,1543459843.96476,1543459845.1214,1543459845.12146,38.347,821.0,859.347,2018-11-29 02:50:45.140653,2018-11-29 02:50:45.179000,2018-11-29 02:50:46.000000,they won't believe you
3154048.wav,12.7830145811,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459845.2412,1543459850.50173,1543459850.51281,1543459850.5130699,1543459850.5702698,160,63268,64,1,1543459845.24121,1543459845.24123,1543459845.2414,1543459845.24439,1543459849.2971,1543459850.50165,1543459850.50171,42.141000000000005,445.0,487.141,2018-11-29 02:50:50.512859,2018-11-29 02:50:50.555000,2018-11-29 02:50:51.000000,could you give me just a moment
2253852.wav,11.9672745369,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459850.62036,1543459855.34272,1543459855.36042,1543459855.36068,1543459855.4116,140,40206,64,1,1543459850.6203802,1543459850.62039,1543459850.62057,1543459850.62348,1543459854.37169,1543459855.34264,1543459855.3427,40.527,599.0,639.5269999999998,2018-11-29 02:50:55.360473,2018-11-29 02:50:55.401000,2018-11-29 02:50:56.000000,wait for me
2406495.wav,12.899055248900002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459855.4559,1543459862.1542,1543459862.1747699,1543459862.17503,1543459862.22906,155,62620,64,1,1543459855.45591,1543459855.45592,1543459855.4561,1543459855.45908,1543459861.0519302,1543459862.15412,1543459862.15418,40.18300000000001,785.0,825.183,2018-11-29 02:51:02.174817,2018-11-29 02:51:02.215000,2018-11-29 02:51:03.000000,i shouldn't have done this
3733942.wav,12.2528051965,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459862.28067,1543459869.0625699,1543459869.06724,1543459869.06749,1543459869.1215198,151,69658,64,2,1543459862.2806802,1543459862.2807,1543459862.28087,1543459862.28389,1543459867.79588,1543459869.06249,1543459869.06255,49.721,883.0,932.721,2018-11-29 02:51:09.067279,2018-11-29 02:51:09.117000,2018-11-29 02:51:10.000000,your family is amazing
4496869.wav,12.5732957025,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459869.17217,1543459874.7235901,1543459874.73338,1543459874.7336302,1543459874.7706401,164,79268,64,2,1543459869.1721802,1543459869.1722,1543459869.17238,1543459869.17525,1543459873.2940302,1543459874.72351,1543459874.7235699,36.576,230.0,266.576,2018-11-29 02:51:14.733424,2018-11-29 02:51:14.770000,2018-11-29 02:51:15.000000,you should consider studying french
1886713.wav,12.5272611083,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459874.80346,1543459880.10015,1543459880.11447,1543459880.1147199,1543459880.1649,144,54608,64,1,1543459874.80346,1543459874.80347,1543459874.80359,1543459874.8055801,1543459879.1184,1543459880.10007,1543459880.10013,39.485,846.0,885.485,2018-11-29 02:51:20.114515,2018-11-29 02:51:20.154000,2018-11-29 02:51:21.000000,what was inside
3199036.wav,12.1344955279,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459880.27233,1543459884.71614,1543459884.78438,1543459884.78465,1543459884.83815,145,56194,64,1,1543459880.27234,1543459880.27238,1543459880.27255,1543459880.27557,1543459883.4876301,1543459884.71606,1543459884.71612,39.569,176.0,215.569,2018-11-29 02:51:24.784431,2018-11-29 02:51:24.824000,2018-11-29 02:51:25.000000,so lunchtime yet
4496754.wav,12.3658929979,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459884.8857698,1543459890.04813,1543459890.07589,1543459890.07615,1543459890.12928,147,57170,64,1,1543459884.88578,1543459884.8858,1543459884.8859699,1543459884.8891098,1543459888.84463,1543459890.04805,1543459890.04811,38.066,886.0,924.066,2018-11-29 02:51:30.075934,2018-11-29 02:51:30.114000,2018-11-29 02:51:31.000000,we didn't complain
4495454.wav,11.9807014924,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459890.17717,1543459894.51814,1543459894.5272,1543459894.5274599,1543459894.58533,152,57176,64,1,1543459890.17718,1543459890.1772,1543459890.1773698,1543459890.1806,1543459893.3842,1543459894.51806,1543459894.5181198,41.75100000000001,431.0,472.751,2018-11-29 02:51:34.527249,2018-11-29 02:51:34.569000,2018-11-29 02:51:35.000000,what did you accomplish
6071698.wav,12.8814415516,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459894.63114,1543459901.62525,1543459901.64971,1543459901.6500099,1543459901.70136,168,93992,64,2,1543459894.63115,1543459894.63117,1543459894.63135,1543459894.63431,1543459900.28659,1543459901.62517,1543459901.62523,42.20200000000001,308.0,350.202,2018-11-29 02:51:41.649798,2018-11-29 02:51:41.692000,2018-11-29 02:51:42.000000,tom says he just wants to be left alone
5516707.wav,12.1582862328,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459901.76078,1543459907.95478,1543459907.97385,1543459907.97401,1543459908.00688,156,71264,64,2,1543459901.76079,1543459901.76081,1543459901.7609901,1543459901.76403,1543459906.8471901,1543459907.95473,1543459907.9547698,31.122,995.0,1026.122,2018-11-29 02:51:47.973878,2018-11-29 02:51:48.005000,2018-11-29 02:51:49.000000,we're not going to stop now
2649840.wav,12.3699522441,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459908.03437,1543459913.86398,1543459913.9010901,1543459913.90136,1543459913.95225,154,69662,64,2,1543459908.03437,1543459908.03439,1543459908.0345,1543459908.03702,1543459912.3536198,1543459913.8639,1543459913.86396,39.858000000000004,1059.0,1098.858,2018-11-29 02:51:53.901142,2018-11-29 02:51:53.941000,2018-11-29 02:51:55.000000,tom fell flat on his face
2376693.wav,12.7375141227,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459914.00506,1543459921.49464,1543459921.5094302,1543459921.50969,1543459921.56255,157,65822,64,2,1543459914.00507,1543459914.00508,1543459914.00526,1543459914.00828,1543459920.16952,1543459921.49456,1543459921.4946198,37.522,453.0,490.522,2018-11-29 02:52:01.509478,2018-11-29 02:52:01.547000,2018-11-29 02:52:02.000000,i know you're richer than me
